What are the 8 A.M's between 5 and 32?|the answer is 8, 11, 14, 17, 20,23, 26, 29|easy|8, 11, 14, 17, 20,23, 26, 29|8, 11, 15, 17, 20,23, 26, 29|8, 11, 14, 17, 20,24, 26, 29|8, 11, 14, 17, 20,23, 26, 27|8, 11, 14, 17, 20,23, 26, 29
What are the 7 AM's between 2 and 34?|the answer is 6, 10, 14, 18, 22, 26, 30|easy|6, 10, 14, 18, 22, 26, 32|6, 10, 14, 17, 22, 26, 30|6, 10, 14, 18, 22, 26, 30|6, 10, 15, 18, 22, 26, 30|6, 10, 14, 18, 22, 26, 30
What are the 17 A.M's between $3\cdot \frac{1}{2}$ and $-41\cdot \frac{1}{2}$|the answer is $1, -1\cdot \frac{1}{2}, -4, -6\cdot \frac{1}{2}\cdots -39$|easy|$1, -1\cdot \frac{1}{2}, -4, -6\cdot \frac{1}{2}\cdots -39$|$1, -1\cdot \frac{1}{2}, -5, -6\cdot \frac{1}{2}\cdots -39$|$1, -1\cdot \frac{1}{2}, -4, -7\cdot \frac{1}{2}\cdots -39$|$1, -2\cdot \frac{1}{2}, -4, -6\cdot \frac{1}{2}\cdots -39$|$1, -1\cdot \frac{1}{2}, -4, -6\cdot \frac{1}{2}\cdots -39$
Between 1 and 31, n in A.M's are inserted such that the ratio of the 7th and (n - 1)th means is 5:9.What is the value of n?|the answer is 14|easy|14|15|16|18|14
The sum of the arithmetic means between two given quantities, a distance from the beginning and the end is|the answer is constant|medium|constant|variable|cann't be determined|none of these|constant
r th mean between x and 2y is same as rth mean between 2x and y If n means are inserted in each case then which of these is true?|the answer is $r\cdot y= (n + 1 - r)\cdot x$|medium|$r\cdot y= (n + 1 - r)\cdot x$|$r\cdot x= (n + 1 - r)\cdot y$|$r\cdot y= (n + r - 1)\cdot x$|$r^{2}\cdot y= (n + 1 - r)\cdot x$|$r\cdot y= (n + 1 - r)\cdot x$
What are the 7 G.M'S between 2 and 162?|the answer is $2\sqrt{3}, 6, 6\sqrt{3}, 18, 18\sqrt{3}, 54, 54\sqrt{3}$|medium|$2\sqrt{3}, 6, 6\sqrt{3}, 18, 18\sqrt{3}, 54, 54\sqrt{3}$|$2\sqrt{2}, 6, 8\sqrt{2}, 18, 18\sqrt{2}, 54, 54\sqrt{2}$|$2\sqrt{3}, 6, 8\sqrt{3}, 18, 28\sqrt{3}, 52, 54\sqrt{3}$|$2\sqrt{5}, 6, 8\sqrt{5}, 18, 18\sqrt{5}, 54, 54\sqrt{5}$|$2\sqrt{3}, 6, 6\sqrt{3}, 18, 18\sqrt{3}, 54, 54\sqrt{3}$
What are the 6 G.M's between $\frac{8}{27}$ and $-5\cdot \frac{1}{16}$|the answer is $\frac{-4}{9}, \frac{2}{3}, -1, \frac{3}{2}, \frac{-9}{4}, \frac{27}{8}$|medium|$\frac{-4}{9}, \frac{2}{3}, -1, \frac{3}{2}, \frac{-9}{4}, \frac{27}{8}$|$\frac{4}{9}, \frac{2}{3}, 1, \frac{3}{2}, \frac{9}{4}, \frac{27}{8}$|both of these|none of these|$\frac{-4}{9}, \frac{2}{3}, -1, \frac{3}{2}, \frac{-9}{4}, \frac{27}{8}$
If odd number of GM are inserted between two given quantities, A and B, then the middle G.M is|the answer is $\sqrt{a\cdot b}$|medium|$\sqrt{a\cdot b}$|$a\cdot b$|$a^{2}\cdot b$|none of these|$\sqrt{a\cdot b}$
What are the 4 H.M'S between 1 and $\frac{1}{11}$|the answer is $\frac{1}{3}, \frac{1}{5}, \frac{1}{7}, \frac{1}{9}$|medium|$\frac{1}{3}, \frac{1}{4}, \frac{1}{5}, \frac{1}{6}$|$\frac{1}{4}, \frac{1}{5}, \frac{1}{6}, \frac{1}{7}$|$\frac{1}{3}, \frac{1}{5}, \frac{1}{7}, \frac{1}{9}$|none of these|$\frac{1}{3}, \frac{1}{5}, \frac{1}{7}, \frac{1}{9}$
n harmonic means have been inserted between 1 and 4 first mean:last mean equals 1:3.What is the value of n?|the answer is 11|medium|11|12|13|14|11
What's the value of n such that $\frac{a^{n + 1} + b^{n + 1}}{a^{n} + b^{n}}$ is the single harmonic mean between a and b|the answer is -1|medium|-1|1|2|$\frac{1}{2}$|-1
