What is the sum of the series $1 + 4 + 7 + 10 + \cdots$ to 40 terms?|the answer is 2380|easy|2380|2280|2390|2400|2380
What is the sum of the series $1 + 2 + 3 + 4 + \cdots$ to 100 terms?|the answer is 5050|easy|5050|5500|5000|5075|5050
What is the sum of the series $2 + 3\cdot \frac{1}{3} + 4\cdot \frac{2}{3} +\cdots$ to 60 terms?|the answer is 2480|easy|2380|2280|2390|2480|2480
What is the sum of the series $\frac{3}{\sqrt{5}} + \frac{4}{\sqrt{5}} + \sqrt{5} +\cdots$ to 25 terms?|the answer is $75\sqrt{5}$|easy|60\sqrt{5}|75\sqrt{5}|50\sqrt{5}|none of these|75\sqrt{5}
What is the sum of the series $1 + 5 + 3 + 9 + 5 + 13 + 7 \cdots$ to 20 terms?|the answer is 330|medium|330|230|440|280|330
A person was appointed as a lecturer and received a salary of Rs 700 in his first year of teaching with expectation of being paid Rs 740 in his second year and Rs 780 is third year and so on.What will be the total salary he would expect to get by the end of ten years?|the answer is Rs 105600|easy|Rs 105600|Rs 100600|Rs 105800|Rs 155600|Rs 105600
What would be the sum of the series $1 - 2 + 3 - 4 + 5 - 6 \cdots$ to n terms?|the answer is \frac{-n}{2} if n is even \frac{n + 1}{2} if n is odd|hard|\frac{-n}{2} if n is even|\frac{n + 1}{2} if n is odd|both of these|none of these|both of these
How many terms of the series $15 + 12 + 9 + \cdots$ must be taken to make a total of 15?|the answer is 1 and 10|medium|1|10|both 1 and 2|none of these|both 1 and 2
The interior angles of polygon are in A.P the smallest angle is $75^{\circle}$ and the common difference is $10^{\circle}$.Find the number of sides of the polygon|the answer is 4|medium|4|6|5|none of these|4
What is the least value of N such that $2 + 5 + 8 + 11 + \cdots$ to n terms $\ltq 200$|the answer is 12|medium|10|12|14|15|12
What is the sum of all odd numbers lying between 100 and 200?|the answer is 7500|easy|8000|7500|8500|6500|7500
What is the sum of all three digit numbers divisible by 7?|the answer is 70336|easy|70336|70346|85000|76666|70336
What is the sum of all numbers between 1 and 100 which are divible by 2 or 5?|the answer is 2950|medium|2950|3000|3500|2800|2950
What is the sum of all the numbers between 1 and 100 which are not divible by 3 and 5?|the answer is 4735|medium|4800|6500|4735|4835|4735
What will be the maximum sum of the A.P 30 27 24 21 18 \cdots?|the answer is 165|medium|165|155|156|150|165
A student taking a test consist of 10 questions is told that each questions after the first is worth 2 marks more than the preceding question. If the third question of the test is worth 5 marks.what is the maximum score that the student can obtain by attempting eight questions?|the answer is 96|medium|96|75|80|65|96
If the sum of 8 terms of an A.P is 64 and the sum of 19 terms is 361.What is the sum of n terms?|the answer is $n^{2}$|medium|$\frac{n(n + 1){2}$|$n^{2}$|$\frac{n(n + 1)(2n + 1}{6}$|none of these|$n^{2}$
If the mth term of an A.P is \frac{1}{n} and nth terms is \frac{1}{m}.What will be the sum to mnth?|the answer is $\frac{mn + 1}{2}$|hard|$\frac{mn}{2}$|$mn + 1$|$\frac{mn + 1}{2}$|none of these|$\frac{mn + 1}{2}$
If the sum of m terms of an A.P is n and the sum of its n terms is m.what will be the sum of (m + n) terms?|the answer is -(m + n)|medium|$\frac{mn + 1}{2}$|-(m + n)|$mn + 1$|(m + n)|-(m + n)
If the sum of n 2n and 3n in terms of an A.P are $S_{1} S_{2} S_{3}$ respectively then which of these is true statement?|the answer is $S_{3}= 3(S_{2} - S_{1}$|hard|$S_{2}= 3(S_{3} - S_{1}$|$S_{3}= 3(S_{2} - S_{1}$|$2S_{1}= 3(S_{2} - S_{3}$|$2S_{3}= 3(S_{2} - S_{1}$|$S_{3}= 3(S_{2} - S_{1}$
If S be the sum of (2n + 1) one terms of an A.P and $S_{1}$ that of alternate terms beginning with the first then|the answer is $\frac{S}{S_{1}}= \frac{2n + 1}{n + 1}$|hard|$\frac{S_{1}}{S}= \frac{2n + 1}{n + 1}$|$\frac{S}{S_{1}}= \frac{2n + 1}{3n + 1}$|$\frac{S}{S_{1}}= \frac{3n + 1}{n + 1}$|$\frac{S}{S_{1}}= \frac{2n + 1}{n + 1}$|$\frac{S}{S_{1}}= \frac{2n + 1}{n + 1}$
If a b c be the first third and nth term of an A.P then the sum to n terms is|the answer is $\frac{c + a}{2} + \frac{c^{2} - a^{2}}{b - a}$|medium|$\frac{c + a}{2} + \frac{c^{2} - a^{2}}{b - a}$|$\frac{c - a}{2} + \frac{c^{2} - a^{2}}{b - a}$|$\frac{c - a}{2} + \frac{c^{2} + a^{2}}{b - a}$|$\frac{c + a}{3} + \frac{c^{2} + a^{2}}{b - a}$|$\frac{c + a}{2} + \frac{c^{2} - a^{2}}{b - a}$
If the pth term of an A.P is x and q term is y then the sum of (p + q) terms is|the answer is $\frac{p + q}{2}\left{x + y + \frac{x - y}{p - q} \right}$|hard|$\frac{p - q}{2}\left{x + y + \frac{x - y}{p - q} \right}$|$\frac{p + q}{2}\left{x - y + \frac{x + y}{p - q} \right}$|$\frac{p + q}{2}\left{x + y + \frac{x - y}{p - q} \right}$|$\frac{p + q}{3}\left{x + y + \frac{x - y}{p - q} \right}$|$\frac{p + q}{2}\left{x + y + \frac{x - y}{p - q} \right}$
The sum of n terms of two series in A.P are in ratio $(3n + 8):(7n + 15)$What is the ratio of their 12th term?|the answer is 7:16|medium|7:15|8:15|9:16|7:16|7:16
If the ratio of sum of m terms and n terms of an A.P is $m^{2}:n^{2}$ then the ratio of its mth and nth term is|the answer is (2m - 1):(2n - 1)|medium|(2m - 1):(2n + 1)|(2m + 1):(2n - 1)|(2m + 1):(2n + 1)|(2m - 1):(2n - 1)|(2m - 1):(2n - 1)
