If general term of an AP is 3m + 5 then its common difference will be|the answer is 3|easy|1|2|3|4|3
If 6th and 12th term of an A.P are 13 and 25 respectively it's 20th term is|the answer is 41|easy|41|39|43|37|41
The pth term of an A.P is q and qth term is p.It's rth term is|the answer is p + q - r|medium|p + q + r|p - q - r|p + q - r|p - q + r|p + q - r
If P Q R are pth qth rth terms of an A.P then|the answer is all of them|medium|$\sum P(q - r)$|$\sum p(Q - R)$|$\sum P(Q - R)$|all of them|all of them
the number of numbers  laying between 81 and 1972 which are divisible by 17 are|the answer is 111|medium|111|108|104|108|111
Three numbers are in A.P there sum is 24 and sum of their squares is 200. The numbers are|the answer is 6 8 10|medium|4 8 12|6 8 10|5 8 11|2 8 14|6 8 10
The sum of four numbers in A.P is 40 and the product of the extreams is 91.The numbers are|the answer is 7 9 11 13|medium|7 9 11 13|6 8 12 14|4 7 10 19|3 8 9 20|7 9 11 13
If $\frac{1}{b + c} \frac{1}{c + a} \frac{1}{a + b}$ are in A.P then a^{2} b^{2} c^{2} are in|the answer is A.P|medium|A.P|G.P|H.P|none of these|A.P
The sum of 15 terms of an A.P whose first and last terms are 5 and 75 is|the answer is 600|medium|550|500|600|700|600
The sum of p terms of an A.P is q and the sum of q terms is p. The sum of p + q terms is|the answer is -(p + q)|medium|p + q|p - q|0|-(p + q)|-(p + q)
The sum of p terms of an A.P is equal to the sum of its q terms. Then some of the p + q terms is|the answer is 0|medium|0|-(p + q)|2(p + q)|\frac{(p + q)}{2}|0
If the sum of p terms of an A.P is to the sum of q terms is $p^{2}$ to $q^{2}$ then pth term is to the qth term is|the answer is $\frac{2p - 1}{2q - 1}$|medium|$\frac{p + 1}{q + 1}$|$\frac{p - 1}{q - 1}$|$\frac{2p + 1}{2q + 1}$|$\frac{2p - 1}{2q - 1}$|$\frac{2p - 1}{2q - 1}$
The sum of first 200 natural numbers is|the answer is 20100|easy|30600|20100|40200|none of these|20100
If $S_{1} S_{2} S_{3}$ be the sum of n terms of three arithmetic series the first term of each being 1 and the respective common difference are 1 2 and 3 then|the answer is $S_{1} + S_{3}= 2S_{2}$|hard|$S_{1} + S_{2}= S_{3}$|$S_{1} + S_{3}= 2S_{2}$|$S_{1} + S_{3}= S_{2}$|$S_{1} + 2S_{2}= 3S_{3}$|$S_{1} + S_{3}= 2S_{2}$
If $S_{1} S_{2} S_{3}$ be the sum of n 2n 3n terms respectively of an A.P then|the answer is $3(S_{2} - S_{1})= S_{3}$|medium|$S_{1} + S_{3}=2S_{2}$|$S_{2} - S_{1}= S_{3}$|$2(S_{2} - S_{1})= S_{3}$|$3(S_{2} - S_{1})= S_{3}$|$3(S_{2} - S_{1})= S_{3}$
The sum of the numbers laying between 107 and 253 divisible by 5 is|the answer is 5220|medium|5220|5210|5200|5000|5220
The number of terms of the series $54 + 51 + 48 + \cdots$ such that the sum is 513 is|the answer is both 1 and 2|easy|18|19|both 1 and 2|17|both 1 and 2
Natural numbers are divided into groups such as $1 (2 3) (4 5 6) (7 8 9 10) \cdots$ the total number of terms up to the end of nth group is|the answer is \frac{n(n + 1)}{2}|easy|n + 1|$\frac{n(n + 1)}{2}$|$\frac{n + 1}{2}$|$\frac{n + 1}{2}$|$\frac{n(n + 1)}{2}$
If $S_{1} S_{2} S_{3}\cdots S_{n}$ denotes the sum to $1 2 3 \cdots n$ terms of an AP whose first term is a and common difference is d then|the answer is $\frac{n(n + 1)}{2}\cdot a + \frac{n(n - 1)(n + 1)}{6}\cdot d$|hard|$\frac{n(n + 1)}{2}\cdot a + \frac{n(n + 1)(2n + 1)}{6}\cdot d$|$\frac{n(n + 1)}{2} + \frac{n(n - 1)(n + 1)}{6}$|$\frac{n(n + 1)}{2}\cdot a + \frac{n(n - 1)(n + 1)}{6}\cdot d$|$\frac{n(n + 1)}{2}\cdot a + \frac{n(n - 1)(n + 1)}{3}\cdot d$|$\frac{n(n + 1)}{2}\cdot a + \frac{n(n - 1)(n + 1)}{6}\cdot d$
If the number of terms of an A.P is 2n + 1.Then the ratio of the sum of odd terms to the even terms is|the answer is $\frac{n + 1}{n}$|medium|$\frac{n + 1}{n}$|$\frac{n}{n + 1}$|$\frac{n^{2}}{n + 1}$|$\frac{n + 1}{2n}$|$\frac{n + 1}{n}$
The least value of N for which the sum of the series $5 + 8 + 11 + \cdots$ is not less than 670 is|the answer is 20|medium|19|20|21|22|20
